d_m,heading_error,kappa,vx,kappa_lookahead,steering
-0.0589182029529247,-0.0467860732646085,-0.5305422487624893,2.500910399033764,-0.5184080890226646,-0.2169089913368225
0.0579090582545298,0.1156140677383033,0.2646344154565543,4.584794737338234,0.3094478950837177,0.1104276105761528
0.0561782388866718,-0.0296559797722419,0.5335078572516011,2.340812939324091,0.3423876854603641,0.224137932062149
-0.0318270832913431,-0.0605135717432443,-0.324721996041775,3.232641568829118,-0.5814801386096697,-0.224137932062149
-0.0183441668150655,-0.0143744691195671,-0.0238834330936766,4.670883956730056,-0.0905059303433527,-0.0379310362040996
0.0262422650193605,-0.0208805143063983,0.241946884640937,3.0708552031921044,-0.1705247194603757,0.0344827584922313
0.0281735810140463,-0.0139431601918921,-0.0816632161064266,4.425679562422338,0.0324514936758432,-0.006995809264481
-0.0606169607158872,0.0457929509964343,-0.514548405998095,2.647531230498119,-0.3268572495795254,-0.1724137961864471
-0.0205768860586434,-0.068328464800535,-0.2006220488689591,3.330268551641552,-0.3894493869881359,-0.0689655169844627
-0.0843327766251705,0.058438715953863,-0.9018182384868572,2.1289558751789275,-0.7257407999226061,-0.3073408603668213
-0.0996816468240384,-0.0613102269424581,-0.7695387417620522,3.2105359565176697,-0.7021598192939669,-0.2344827651977539
0.0370426601575086,0.0062495898655821,0.1026791535396472,4.826592597702094,0.3476578683109945,0.1425109356641769
-0.0409104540000433,-0.0056420412240392,-0.027187798699142,3.857589528563487,-0.1658621149214257,-0.0448275879025459
-0.041820004925185,0.0105882043252854,0.0447989831825731,5.854359706447831,0.0005698552606609,0.027586206793785
-0.0501653513425563,-0.0481199794923564,-0.4454794617352131,3.349959941827425,-0.295623472960325,-0.1517241448163986
-0.0761141479512812,-0.0107870342251255,-0.8240667516740598,2.174262105358037,0.2879140875392355,-0.2655172348022461
-0.031400356618605,-0.0161591950089956,-0.2089075228977485,2.9441579892993586,-0.0930267705562466,-0.0620689652860164
0.0105211630490156,-0.0148676853279819,-0.0842171730112241,4.365609788108888,-0.0560587506452266,-0.0358257666230201
-0.0815496692391124,-0.0707447715998124,-0.484764293742113,3.595225559996258,-0.7325374808843073,-0.2362858653068542
0.0376107232223765,-0.0062368002792382,0.3350721179578056,2.6128413587238377,0.2788076695924812,0.1310344785451889
-0.0658973262688238,-0.0077191927401669,-0.5709839821301379,2.550968660071001,-0.245024213994799,-0.1656808853149414
0.026801190131094,0.0498847664923242,0.249957528931961,4.050179752154563,0.1942656843009184,0.1155117899179458
0.0460898301546653,0.0436219530053416,0.0812652090663448,4.351120209733475,0.1691505979237845,0.0430680774152278
0.0538768687619173,0.0690676058563601,0.3931147613210609,2.5954630556132265,0.8020422464709388,0.1455689668655395
0.0192070150593166,0.1048303651987696,0.2563655598350715,5.50867731221312,0.1332008247338517,0.0551724135875701
-0.0382926665828708,0.0185955188902922,-0.3040736059933304,2.264865679695003,-0.4805191491121618,-0.1206896528601646
-0.0098936250792313,0.0116868858073135,0.0015827302902104,4.702384879732982,0.0003243195732592,-0.0107549661770462
0.0270763670996338,0.0346344368936355,0.2431851456358739,4.09630453289009,0.1894741130199298,0.1206896528601646
-0.0606273534320348,0.0068640664798595,-0.3455447972896784,2.2284370463560874,-0.4532386964407086,-0.1206896528601646
-0.047015480179896,-0.0293408353275377,-0.2132353699470111,3.069408437678811,-0.1858667718125313,-0.0758620724081993
-0.1099941652953141,0.0325995715426001,-0.4323683253904167,3.766632721026137,-0.7072231653667203,-0.317241370677948
0.0538830237000535,0.054777154017549,0.3662417028091587,3.3711790393921746,0.2969392611732183,0.1555505096912384
-0.0469457573844059,0.0178910799906794,-0.4496898996267359,2.6767240671716626,-0.2812056138431333,-0.1652733087539672
-0.0616064762008738,0.0030959683227056,-0.5184080890226646,2.458029154764521,-0.3606834044879768,-0.1842537522315979
0.050449713088086,0.080357033943714,0.3443505666397773,2.6523061251564712,0.7328570846937208,0.1115798205137252
0.0469878723969128,-0.011138647003541,0.319399143910705,2.6689418664851083,0.2596942613153666,0.1216104477643966
-0.0379147025133667,0.0925087534327293,0.0520964987162238,5.053331275574912,0.3443505666397773,0.0900342464447021
-0.0609229831421916,-0.0346281130809642,-0.4739064136374896,3.1313510698561933,-0.2625171514543092,-0.1413793116807937
0.0621387055082941,-0.0318985638998992,0.4112147951470583,2.1688864500359104,-0.0504394247254703,0.1000000014901161
0.0575858751351704,0.0368535149346627,0.063817220527346,5.764462653015871,0.1321754835791904,0.0775326788425445
-0.0158681818761405,0.01408905631936,-0.0801143574755664,2.9624585824439302,0.1308937225196012,0.0
0.0887036300303422,-0.0464135980620687,0.8964477590874348,2.036856840071556,0.6951969528112363,0.3004512786865234
-0.0697387595740427,0.0055430909865341,-0.8240667516740598,2.17240624985616,0.2879140875392355,-0.2670786678791046
-0.0171573799602808,-0.0465453640758316,-0.2574491063853509,3.7533853602288056,-0.1388551598403081,-0.0905068963766098
-0.0301454869572243,-0.0010555207953695,-0.3525780924889782,2.714207896937969,-0.2508954295208111,-0.1206896528601646
0.0290063445937192,-0.083197597943009,0.0535100178349168,2.165555583617686,-0.8128809774030282,-0.1103448271751403
-0.0498187980601457,-0.0700237594309589,-0.4739064136374896,3.1722262613450387,-0.2625171514543092,-0.1413793116807937
0.0472044093128948,0.0108945127448949,-0.0249005479284356,4.731830341738824,0.0889350630689238,0.0250570680946111
-0.0091194673188573,-0.0665826504730482,-0.2141501288451581,2.23894976944648,-0.7655690450365031,-0.2034482806921005
-0.0517861733177299,-0.0285441976758944,-0.5368129016117745,2.431055981449902,-0.8725205335898316,-0.1931034475564956
-0.0438481102558669,-0.0298299017354826,-0.4562222610169539,3.5350380055152577,-0.3113982264578468,-0.1462819427251815
-0.0336829894416934,-0.0675931107027454,-0.0437498872619738,6.226621088135493,-0.1086455909852606,-0.0314975306391716
-0.0722624591366738,0.0600944197399295,-0.7521872074564481,2.16320636599214,-0.7781160483049614,-0.2965517342090606
-0.0442030613018028,-0.0106029395497455,-0.3507446973351663,2.483517249968576,-0.5893968674707634,-0.1827586144208908
-0.0470969039736655,-0.0409444457133656,-0.5505200537879215,2.4577706482051425,-0.8485321112793452,-0.235089972615242
-0.0746928109228847,0.0272219896507457,-0.8465918434543052,2.208848605481101,-0.7988095404792643,-0.2862069010734558
0.0274853504310266,-0.0114008306422448,-0.0527707977819264,5.046384349508386,0.0210150507407626,-0.0034482758492231
-0.0271839242120308,-0.016228122946849,-0.1858667718125313,3.447189046963835,-0.1615361659244178,-0.0758620724081993
-0.0414592348379702,0.0209670581048347,-0.173630257543921,4.025765851145334,-0.2184235474066988,-0.1413793116807937
0.0420950496708031,0.0234605902990043,0.0870609765327963,3.3051980000563104,0.3091457654437284,0.0839275866746902
-0.0393800144530958,-0.0429388144559853,-0.0503926580832287,6.259353817485529,-0.1141910772009636,-0.0551724135875701
-0.0481859563878867,-0.1419238849756495,-0.320567690646133,4.184173551854242,-0.4638111161587606,-0.1206896528601646
-0.0702638950938606,0.0234046010732504,-0.027187798699142,5.180906555235698,-0.1658621149214257,-0.1103448271751403
-0.0081439014397035,-0.0571439914785951,-0.1758035228069256,4.329252819065068,-0.0985869971607566,-0.0517241396009922
-0.0782615703376863,0.0114837804910248,-0.8893207413647929,2.0910014153413123,-0.6505811571476461,-0.3379310369491577
0.0486313979570106,0.0666499120205803,0.3952455347839548,2.6731883387903967,0.7158111286556257,0.1345250010490417
-0.0502700172741818,0.0165633055460669,0.0227119404480916,4.582021646952746,-0.0045835182438221,-0.0044158794917166
0.0425711774421194,-0.0241721610576799,-0.0359131401850605,6.039091743655127,-0.0499515308121366,-0.0291571971029043
-0.0542850271193529,-0.0087317046912507,-0.4287612695337035,2.821398482885752,-0.2948897313971427,-0.1336162984371185
0.027686033144171,0.0500518315071838,0.2207248362067964,4.242889644486779,0.1705967119269325,0.0908235907554626
-0.1169740670056818,-0.1021517907564368,-0.3520883562050662,4.008819380385301,-0.5801018405523326,-0.1103448271751403
-0.0783506469252494,0.0171249300479745,-0.8655440548872956,2.195168432893974,-0.7521872074564481,-0.2655172348022461
0.0465720399796781,0.0541174733376101,0.2788076695924812,3.9070589948427457,0.2151706341737021,0.1323250383138656
0.0215284466914234,-0.034431446872992,0.0332490775676302,2.449822621732398,-0.2264421944339257,-0.0244606602936983
0.0283277337250959,-0.0939099915209014,-0.0838261113791189,5.877949366930165,-0.0984539436783811,-0.013871831819415
0.108771415288634,0.0054278202989959,0.2838730147329572,4.473046419953906,0.3932219106309804,0.2034482806921005
-0.0101495965734111,0.0063636374872374,-0.0589903750932159,3.44664867193,0.0554045621325969,-0.0068965516984462
-0.0547211384884326,-0.1275670269520532,-0.671187047672224,3.23577601554371,-0.4276781921794657,-0.1751084625720977
-0.0536698898028926,-0.0816389569836613,-0.0611037520173278,7.0,-0.0752135444172673,-0.0
-0.1145423103016672,-0.1414049028459723,-0.8655440548872956,3.008505304690721,-0.7395415708777213,-0.2137930989265442
-0.0246567257378582,-0.0064862152058138,-0.249496109617459,3.054654239032563,-0.1796071176933249,-0.1000000014901161
0.0431806110092875,0.0949721919766166,0.1900549044986401,3.0479201586661038,0.5259479531576842,0.0498570166528224
0.0453920560560386,0.0076877952316828,0.319399143910705,2.6743809793139253,0.2596942613153666,0.1108072251081466
-0.0231404142944892,-0.1109087317406763,-0.173630257543921,4.089877460362743,-0.2184235474066988,-0.0103448275476694
-0.035899020344887,-0.0157424962183443,-0.2569642595769846,2.853185372700481,-0.1942741147300722,-0.0896551758050918
-0.0292513139712757,-0.0363010171419345,-0.320567690646133,3.062322302766064,-0.4638111161587606,-0.1337750107049942
-0.0613141627591943,-0.0634287661525752,-0.3696385609060004,2.8635438236975155,-0.6448270562076426,-0.144071564078331
0.0154400280637057,-0.0166088424710759,-0.0365498163230289,4.174860626386913,0.0332297072942771,0.0103448275476694
-0.0247818240781295,-0.0741947755608538,-0.245024213994799,3.659661786580362,-0.5368129016117745,-0.1970369666814804
0.0464662949232863,0.0390767611971898,0.3443505666397773,2.7286546295289877,0.7328570846937208,0.1447930335998535
-0.0610527659418402,-0.0297650844616913,-0.0570469579687648,6.262703782645786,-0.1198007460835806,-0.0620689652860164
-0.0516986060421726,-0.0077127010171915,-0.1858667718125313,3.426918263066188,-0.1615361659244178,-0.083012118935585
-0.0486298833146151,-0.07989725448838,-0.7021598192939669,3.238186188354267,-0.4454794617352131,-0.2344827651977539
0.0831546726354898,-0.032966603384787,0.8964477590874348,2.0443801826689825,0.6951969528112363,0.2862069010734558
-0.0725757575124934,0.0040415430365339,-0.7999763017277329,2.2529405200980874,0.0701094759014847,-0.317241370677948
-0.0986087036368158,0.0371421333994774,0.0233070635345485,5.694517639168316,-0.0971408462877936,-0.0551724135875701
0.0560628093908387,-0.0391441852665397,0.4505463975393153,2.329070497542928,0.3350721179578056,0.1760111004114151
-0.0796268761132346,0.0801730908064866,-0.7117998197066095,2.1742115481819413,-0.4739064136374896,-0.2685666680335998
-0.0987316417278804,0.0133955992803231,-0.8456940196813335,3.007924892053559,-0.7521872074564481,-0.3482758700847626
-0.0411930961564825,0.031514453817814,-0.3957955382171877,2.394522018367919,-0.1804482246412723,-0.1413793116807937
0.0464394440006906,0.0271507043530669,0.2044229289356563,3.320433537190745,0.156768022454051,0.0758620724081993
-0.071903028472881,-0.0329025886764504,-0.7281730539189416,3.20041443533555,-0.5768330806292105,-0.3192236721515655
-0.023221699070704,-0.0562217349916921,-0.332020918018938,2.9984054361991817,-0.4766353231304674,-0.1108726412057876
-0.0364582993648679,-0.0564828295479092,-0.1462252825621158,3.568611978165701,-0.3299138842519667,-0.072413794696331
-0.0851763231044967,0.0659113780176916,-0.883181473401074,2.121248276818605,-0.7309833463003158,-0.3109495043754577
-0.0503998338189783,-0.0692622510015284,-0.7306404733164741,3.2195790928153927,-0.5050554948870717,-0.286679208278656
-0.0566644234047045,0.0391610271096678,-0.639280991801885,2.349984715016841,-0.4113266521362002,-0.2262588739395141
-0.0712491985765257,-0.0483023472482599,-0.6554720737891009,2.2680678588035303,-0.7898703796840748,-0.2284601926803589
-0.0598594374809681,0.0261859520572165,-0.5967312905232256,2.25592798687677,-0.4452842639262491,-0.1827586144208908
0.0377988726453224,0.0342434197153457,0.3777252865757652,3.3181521405364687,0.2974595398427159,0.1636025756597519
-0.051822235657396,-0.0261682808100498,-0.2995038690081351,3.165199947314786,-0.5729636678807264,-0.2464082837104797
0.0504039500194674,-0.0186086373115522,0.504184853383884,2.2519415932506184,0.3662417028091587,0.1867666393518448
-0.0806415119868502,0.050540847841364,-0.883181473401074,2.1180209177627507,-0.7309833463003158,-0.2904852330684662
-0.1085225686483947,-0.107741991504243,-0.9718767901799794,2.8590148649172877,-0.4989938893207035,-0.2758620679378509
-0.0268531408478681,-0.0427973990787401,-0.2029601869695384,3.6251517923265166,-0.2893457114130898,-0.079310342669487
-0.0431367328273456,-0.0677593594398517,-0.7766322807364578,2.198210189401075,-0.7537782111066628,-0.2449263334274292
-0.0724782683033228,0.0133215323574789,-0.7788523467205568,2.160759854786769,-0.8867181053039641,-0.3068965375423431
-0.0345995231781713,-0.0667703612892178,-0.0804720395710264,6.296454852654863,-0.1144876062754893,-0.0551724135875701
0.0079789136778056,0.0039468152435143,-0.0362895007576057,4.6550967302398165,0.0783167339644756,0.022136565297842
-0.0209433961946486,-0.0140460024150117,-0.2264421944339257,2.960926612709452,-0.1897945857382595,-0.0931638702750206
0.0233747275565296,-0.0246983967940193,0.0755526142692115,3.267133648562053,-0.2441358479645015,-0.0448275879025459
-0.0568473280386368,-0.0961476000288946,-0.4532386964407086,3.435167255065109,-0.4924960618699355,-0.2391686588525772
-0.0253129180164909,-0.0222141918309852,-0.2058500542302451,3.134019984777296,-0.1823817075456831,-0.0765160024166107
-0.0902426444937584,0.0335744541375206,-0.9203584923490092,2.095621537344983,-0.5988098564239912,-0.317241370677948
0.0372229618643902,-0.043099145440467,0.5174276489908536,2.076321052382589,0.5363539963029988,0.2034482806921005
-0.056150480712935,-0.1099680558916067,-0.4344648506844916,3.563043524680759,-0.3082775499614044,-0.1000000014901161
-0.0529422621500656,0.0154198111463248,-0.4505020990427607,2.95458153914007,-0.4005080603389467,-0.1620689630508422
-0.0590085460446044,-0.0054974516398309,-0.2836145289659295,3.3888146632135583,-0.0801143574755664,-0.0827586203813552
-0.0678935223517954,-0.0998247180433744,-0.4805191491121618,3.451162692883808,-0.4707834071012282,-0.1931034475564956
0.0638395684277332,0.0451297872141343,0.298684913251229,2.2026268977070105,0.203716519982139,0.1620689630508422
-0.0250104792689319,0.017764537454114,-0.2329111666006662,2.863702450334597,-0.1158762802838923,-0.1000000014901161
-0.0669285285722479,0.0225449530816876,-0.6505811571476461,2.8864788750230104,-0.2995038690081351,-0.2137930989265442
0.0509651548417317,0.0377432167785696,0.2453751995813985,3.947331683961381,0.1207929634900092,0.0733136236667633
-0.0843617183184242,0.0462848594226454,-0.7988095404792643,2.1620811930290817,-0.8226330336959784,-0.2862069010734558
-0.0423402291440291,-0.004416393895868,-0.4113266521362002,2.490277770652561,-0.269951484107498,-0.1206896528601646
0.0648033475874601,-0.0219514806272905,0.5442328006833176,2.197616818411631,0.390608000950468,0.1448618918657302
-0.0417123109699425,0.0169686980656382,-0.4198585518611764,2.5857404201846736,-0.3424008561657783,-0.1244768649339675
-0.0668650539877012,-0.0057723528510869,-0.5311162827706697,2.555867893851378,-0.2501641069215339,-0.1463035643100738
0.0451491862216104,-0.0640192323561344,0.743969135189244,2.0648881947876747,0.90747691495872,0.2178289294242859
-0.0752069520697688,-0.0156776932343181,-0.7370942154769337,2.2424632817607377,-0.7225468720714994,-0.2792513370513916
0.0588556830275847,0.0409092824335628,0.4347903356021765,2.674097465991875,0.5364366277643209,0.1620689630508422
-0.1113171429471951,-0.0475468904914415,-0.9018182384868572,2.935120524219596,-0.7257407999226061,-0.2496285289525985
-0.0170309348790634,-0.023656363716094,-0.1354535529234681,3.794690141369796,0.0959043117462959,-0.0
